##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	11_2H_both_S9_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	17919193
Sequences flagged as poor quality	0
Sequence length	101
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.474809775194675	32.0	32.0	32.0	32.0	32.0
2	31.657513315471295	32.0	32.0	32.0	32.0	32.0
3	34.961260308988244	37.0	32.0	37.0	32.0	37.0
4	35.93746554323066	37.0	37.0	37.0	32.0	37.0
5	36.08348272157122	37.0	37.0	37.0	37.0	37.0
6	39.66325726833792	41.0	41.0	41.0	37.0	41.0
7	39.56921313364949	41.0	41.0	41.0	37.0	41.0
8	39.767476470620075	41.0	41.0	41.0	37.0	41.0
9	40.05175567895273	41.0	41.0	41.0	37.0	41.0
10-11	40.14065680859623	41.0	41.0	41.0	37.0	41.0
12-13	40.1624136756605	41.0	41.0	41.0	37.0	41.0
14-15	40.14588614565399	41.0	41.0	41.0	37.0	41.0
16-17	40.098424912327246	41.0	41.0	41.0	37.0	41.0
18-19	40.085012812797984	41.0	41.0	41.0	37.0	41.0
20-21	40.07570246048469	41.0	41.0	41.0	37.0	41.0
22-23	40.084074126552466	41.0	41.0	41.0	37.0	41.0
24-25	40.07450064855041	41.0	41.0	41.0	37.0	41.0
26-27	40.01153969377974	41.0	41.0	41.0	37.0	41.0
28-29	39.981917935701674	41.0	41.0	41.0	37.0	41.0
30-31	39.95559892122374	41.0	41.0	41.0	37.0	41.0
32-33	39.96373846188274	41.0	41.0	41.0	37.0	41.0
34-35	40.006789507764104	41.0	41.0	41.0	37.0	41.0
36-37	40.0011073322331	41.0	41.0	41.0	37.0	41.0
38-39	39.98595734752117	41.0	41.0	41.0	37.0	41.0
40-41	39.982394547566955	41.0	41.0	41.0	37.0	41.0
42-43	39.96209547494689	41.0	41.0	41.0	37.0	41.0
44-45	39.9146152117453	41.0	41.0	41.0	37.0	41.0
46-47	39.91736488914428	41.0	41.0	41.0	37.0	41.0
48-49	39.91900229547168	41.0	41.0	41.0	37.0	41.0
50-51	39.911142092168994	41.0	41.0	41.0	37.0	41.0
52-53	39.867036813544004	41.0	41.0	41.0	37.0	41.0
54-55	39.86714825829489	41.0	41.0	41.0	37.0	41.0
56-57	39.845888986183695	41.0	41.0	41.0	37.0	41.0
58-59	39.833613433372804	41.0	41.0	41.0	37.0	41.0
60-61	39.81399184661943	41.0	41.0	41.0	37.0	41.0
62-63	39.778094164173574	41.0	41.0	41.0	37.0	41.0
64-65	39.766084332034374	41.0	41.0	41.0	37.0	41.0
66-67	39.7439728452057	41.0	41.0	41.0	37.0	41.0
68-69	39.72800069735283	41.0	41.0	41.0	37.0	41.0
70-71	39.64309425095203	41.0	41.0	41.0	37.0	41.0
72-73	39.647184781145	41.0	41.0	41.0	37.0	41.0
74-75	39.6165289084168	41.0	41.0	41.0	37.0	41.0
76-77	39.25237983652501	41.0	41.0	41.0	34.5	41.0
78-79	39.34594523871695	41.0	41.0	41.0	37.0	41.0
80-81	39.485518990726874	41.0	41.0	41.0	37.0	41.0
82-83	39.52608887018517	41.0	41.0	41.0	37.0	41.0
84-85	39.493942668065465	41.0	41.0	41.0	37.0	41.0
86-87	39.4617236390054	41.0	41.0	41.0	37.0	41.0
88-89	39.31651659759454	41.0	41.0	41.0	37.0	41.0
90-91	39.3349074369588	41.0	41.0	41.0	37.0	41.0
92-93	39.271648198666085	41.0	41.0	41.0	37.0	41.0
94-95	39.19059937576429	41.0	41.0	41.0	37.0	41.0
96-97	39.17181147610833	41.0	41.0	41.0	37.0	41.0
98-99	38.97303662056656	41.0	41.0	41.0	32.0	41.0
100-101	38.519468426954276	41.0	39.0	41.0	34.5	41.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1103	22-23	0.08565483182864142
1103	24-25	0.04963639940587683
1103	26-27	0.10076883932105574
1103	28-29	0.06555426755968341
1103	30-31	0.08210050039399874
1103	32-33	0.10827119254460627
1103	34-35	0.04384046339405501
1103	36-37	0.09713424568552398
1103	38-39	0.057187588985478044
1103	40-41	0.03771965189260129
1103	42-43	0.05632557993207854
1103	44-45	0.1094706527821998
1103	46-47	0.08559815746715316
1103	48-49	0.07318684311518098
1103	50-51	0.02741743061320534
1103	52-53	0.09955169352730309
1103	54-55	0.05847762252975741
1103	56-57	0.07354561281984218
1103	58-59	0.0192358342024761
1103	60-61	0.027783880148852802
1103	62-63	0.10902397892820659
1103	64-65	0.09169052500830333
1103	66-67	0.10469044215668788
1103	68-69	0.12385179229261922
1103	70-71	0.15071722942475674
1103	72-73	0.15126079961520844
1103	74-75	0.13809880270098063
1103	76-77	0.10983324320669396
1103	78-79	0.14105754085699118
1103	80-81	0.18049281399132866
1103	82-83	0.1330006595358597
1103	84-85	0.1857187111129619
1103	86-87	0.1505429935685214
1103	88-89	0.30184224232053936
1103	90-91	0.3130077721218285
1103	92-93	0.3140888964409143
1103	94-95	0.39951710331708057
1103	96-97	0.33788837350290635
1103	98-99	0.5900963245975106
1103	100-101	0.41679911667561953
1104	1	-0.049886130633797876
1104	2	-0.013840446098068782
1104	3	-0.2582905207813795
1104	4	-0.02302972946430515
1104	5	0.03673500680744013
1104	6	0.06207582187310834
1104	7	0.02781176259989593
1104	8	0.06746216236974334
1104	9	-0.04416608566654645
1104	10-11	-0.004003053969881876
1104	12-13	0.037557429696718714
1104	14-15	0.008265903162495647
1104	16-17	0.07423857543339096
1104	18-19	0.046540742026977
1104	20-21	0.061368240519250605
1104	22-23	0.04330031367651799
1104	24-25	0.04446296747638456
1104	26-27	0.08716231562149801
1104	28-29	0.08378694311323187
1104	30-31	0.08964167758173858
1104	32-33	0.05832529808148479
1104	34-35	0.028674321570854033
1104	36-37	0.04410216865036176
1104	38-39	0.062393072846717246
1104	40-41	0.06921157427500901
1104	42-43	0.040788953215340484
1104	44-45	0.10071065099581489
1104	46-47	0.06058876819673742
1104	48-49	0.06034223123927518
1104	50-51	0.03658413833076679
1104	52-53	0.0909555897165859
1104	54-55	0.04947981571493898
1104	56-57	0.02632513236813594
1104	58-59	0.047320139808306294
1104	60-61	0.024132658268264606
1104	62-63	0.09263374901016164
1104	64-65	0.07930168326355158
1104	66-67	0.08840097914220024
1104	68-69	0.11368481956274223
1104	70-71	0.1497133511873372
1104	72-73	0.14127870357027206
1104	74-75	0.164632517455523
1104	76-77	0.09870419138633224
1104	78-79	0.13557643663269658
1104	80-81	0.20386494326129423
1104	82-83	0.1342123020775361
1104	84-85	0.14826232686093022
1104	86-87	0.14653660439828542
1104	88-89	0.27241513139924933
1104	90-91	0.2862707806422904
1104	92-93	0.34009370799831373
1104	94-95	0.3878494918010631
1104	96-97	0.3165181311471059
1104	98-99	0.5475101218960248
1104	100-101	0.38388478993733344
1105	1	-0.11139203253166485
1105	2	-0.009621327509488964
1105	3	-0.19413954332171102
1105	4	-0.019728137487575736
1105	5	0.06221348112606506
1105	6	0.021454715083223164
1105	7	-0.13211937250676442
1105	8	0.03509305355622416
1105	9	0.0058316919486571805
1105	10-11	0.014592931577610102
1105	12-13	-0.030058426315292763
1105	14-15	0.012729923658767461
1105	16-17	0.03926145651113444
1105	18-19	0.05664276593490314
1105	20-21	0.053761831156094786
1105	22-23	0.038191340801077445
1105	24-25	0.026250081583036433
1105	26-27	-0.010999996760261865
1105	28-29	0.03494632484289184
1105	30-31	0.05203475657072687
1105	32-33	0.03521387468698833
1105	34-35	0.048075989569071
1105	36-37	0.04338236044384303
1105	38-39	0.0740197622356007
1105	40-41	0.04407363940889297
1105	42-43	0.01014951413191767
1105	44-45	0.09104445126452276
1105	46-47	0.05404715049101583
1105	48-49	0.03347462471507612
1105	50-51	0.022732540415276503
1105	52-53	0.04889994867409797
1105	54-55	0.024124793936785238
1105	56-57	0.03761437285957925
1105	58-59	0.021236311931858154
1105	60-61	0.015992820642047434
1105	62-63	0.03881190594864137
1105	64-65	0.03229597169028153
1105	66-67	-0.012998761976867002
1105	68-69	0.003358857466110976
1105	70-71	0.07296775256673982
1105	72-73	0.09824667848285173
1105	74-75	0.052838248646395414
1105	76-77	0.13429111172077057
1105	78-79	0.09463628353312004
1105	80-81	0.16718904473582086
1105	82-83	0.06369433002165437
1105	84-85	0.0992370098473856
1105	86-87	0.06437981594702791
1105	88-89	0.22053184334463793
1105	90-91	0.21397715648671323
1105	92-93	0.2541348774385952
1105	94-95	0.3672494287799566
1105	96-97	0.26595597923051173
1105	98-99	0.4555436050969206
1105	100-101	0.2821980609924992
1106	1	-0.18738346886473067
1106	2	-0.013254097784496821
1106	3	-0.13252359244571466
1106	4	0.08470984681744653
1106	5	0.16373697848568725
1106	6	0.13951559077938924
1106	7	0.011956621861877181
1106	8	-0.06145082650851208
1106	9	0.08418179121299829
1106	10-11	0.06854794098209993
1106	12-13	0.09494260418887279
1106	14-15	0.08922024602922107
1106	16-17	0.11082921586455541
1106	18-19	0.09855792900543037
1106	20-21	0.09877602816700204
1106	22-23	0.12642172144884256
1106	24-25	0.11489336551721863
1106	26-27	0.14157880473986495
1106	28-29	0.10373852560909569
1106	30-31	0.1352447783074453
1106	32-33	0.11937539971937383
1106	34-35	0.07830419630871432
1106	36-37	0.06731638882163793
1106	38-39	0.09535280000394408
1106	40-41	0.09328531916484906
1106	42-43	0.08881679323645386
1106	44-45	0.14278150493105812
1106	46-47	0.12655692029967724
1106	48-49	0.09256702627344282
1106	50-51	0.1046276636211303
1106	52-53	0.14832564650959057
1106	54-55	0.11145779134673006
1106	56-57	0.10866903074717982
1106	58-59	0.12156762941219057
1106	60-61	0.13684825395229439
1106	62-63	0.14413426873861823
1106	64-65	0.14003537103976527
1106	66-67	0.12802421556251886
1106	68-69	0.13593901637187145
1106	70-71	0.1624008354850801
1106	72-73	0.23998613382465805
1106	74-75	0.20699402276009238
1106	76-77	0.15999654720870637
1106	78-79	0.18806795331280313
1106	80-81	0.2522899605884348
1106	82-83	0.20820988732474888
1106	84-85	0.2194676277951899
1106	86-87	0.1939870837739477
1106	88-89	0.35791439952072324
1106	90-91	0.32053893838212133
1106	92-93	0.39351708262172735
1106	94-95	0.44300362608539245
1106	96-97	0.3796756545052773
1106	98-99	0.5427962098358563
1106	100-101	0.470576657310005
1107	1	-0.18809042645858653
1107	2	0.0018660937074734818
1107	3	-0.2908646914363118
1107	4	-0.09316793464375905
1107	5	0.15361552099581388
1107	6	0.1321337933639981
1107	7	0.10920512840490204
1107	8	0.12561073289347746
1107	9	0.10043746536340592
1107	10-11	0.09738122457461884
1107	12-13	0.09688343843653513
1107	14-15	0.10784448189869522
1107	16-17	0.10052235421390776
1107	18-19	0.13213877725592482
1107	20-21	0.12166615492051136
1107	22-23	0.07450688873893085
1107	24-25	0.13160983100188162
1107	26-27	0.11148858679970175
1107	28-29	0.08694230080615029
1107	30-31	0.14296765557119784
1107	32-33	0.09761647762450565
1107	34-35	0.08639229874172116
1107	36-37	0.10876795910859016
1107	38-39	0.10649111629343366
1107	40-41	0.08183441885616816
1107	42-43	0.09333530363402787
1107	44-45	0.17975364688640383
1107	46-47	0.12621453529884263
1107	48-49	0.1472036819739344
1107	50-51	0.08521388300914623
1107	52-53	0.10975483778200612
1107	54-55	0.13888506317489657
1107	56-57	0.13049850358449078
1107	58-59	0.12760490224677312
1107	60-61	0.1073127258165485
1107	62-63	0.1677629667794136
1107	64-65	0.16363789352246982
1107	66-67	0.18021951103888512
1107	68-69	0.15176834071183265
1107	70-71	0.18236103993576336
1107	72-73	0.17545127421701068
1107	74-75	0.18031511086281427
1107	76-77	0.16195449345556057
1107	78-79	0.2378484991739782
1107	80-81	0.26515941662698594
1107	82-83	0.23470455519679234
1107	84-85	0.25313526868567493
1107	86-87	0.19981857756736332
1107	88-89	0.3472737813773037
1107	90-91	0.32883165972075545
1107	92-93	0.38993915211210606
1107	94-95	0.4480223724255268
1107	96-97	0.41125352874833254
1107	98-99	0.5848858546690678
1107	100-101	0.4662254964638777
1108	1	-0.1403272942656848
1108	2	-0.0109092619756197
1108	3	-0.1637872524477686
1108	4	-0.12170626513344018
1108	5	0.16235201437704205
1108	6	0.035853114530667085
1108	7	0.14572449137676102
1108	8	0.16572955867660255
1108	9	0.10614064824267189
1108	10-11	0.10002468781983964
1108	12-13	0.132978955492149
1108	14-15	0.11205006596014755
1108	16-17	0.13681343103026933
1108	18-19	0.0603525161048708
1108	20-21	0.11231612149850179
1108	22-23	0.10277048164038405
1108	24-25	0.10626239559957895
1108	26-27	0.12944977073998132
1108	28-29	0.10236722219919159
1108	30-31	0.1109441843462875
1108	32-33	0.10756736148555746
1108	34-35	0.10153034370875247
1108	36-37	0.11141637372185897
1108	38-39	0.09397841443720267
1108	40-41	0.08521328417687357
1108	42-43	0.05891971029893028
1108	44-45	0.1484904006688339
1108	46-47	0.11421937532443849
1108	48-49	0.06998589125364418
1108	50-51	0.08570225643143203
1108	52-53	0.09750825405797059
1108	54-55	0.07930821468793425
1108	56-57	0.08732807092052042
1108	58-59	0.0797817367817828
1108	60-61	0.13735232871969316
1108	62-63	0.1267627479168283
1108	64-65	0.15151217495036917
1108	66-67	0.13569326272437365
1108	68-69	0.18647174126403598
1108	70-71	0.17113179436046266
1108	72-73	0.18690871782558105
1108	74-75	0.18603536742497795
1108	76-77	0.31347853279901017
1108	78-79	0.23230521959641948
1108	80-81	0.26397655738411174
1108	82-83	0.2640719066205861
1108	84-85	0.2992335735983218
1108	86-87	0.2071178689070834
1108	88-89	0.37250817247596757
1108	90-91	0.3624541143940121
1108	92-93	0.4340122593751161
1108	94-95	0.45482822882212304
1108	96-97	0.38054312838269766
1108	98-99	0.6001116583661457
1108	100-101	0.43046856155523017
1109	1	-0.175108658864918
1109	2	-0.026738548913282756
1109	3	-0.0938978989948751
1109	4	0.009370314254994128
1109	5	0.2169354960769354
1109	6	0.08802752087058252
1109	7	0.1851701652809723
1109	8	0.11010226683836777
1109	9	0.12524476250238337
1109	10-11	0.11973257737416532
1109	12-13	0.10902204022590922
1109	14-15	0.10040849221463333
1109	16-17	0.13236207363704722
1109	18-19	0.08661745346268646
1109	20-21	0.09497478245166491
1109	22-23	0.09966442482666338
1109	24-25	0.1145635169795085
1109	26-27	0.10081902969544387
1109	28-29	0.11819029295232752
1109	30-31	0.1414990285306672
1109	32-33	0.09604851528438019
1109	34-35	0.09679151523754825
1109	36-37	0.11491955247287677
1109	38-39	0.15400241030064166
1109	40-41	0.13354280099987648
1109	42-43	0.11175524154405281
1109	44-45	0.1533065616972138
1109	46-47	0.15062186081127038
1109	48-49	0.13909176749781693
1109	50-51	0.11176141355326763
1109	52-53	0.13781668714990758
1109	54-55	0.14434128929254797
1109	56-57	0.13957757118577518
1109	58-59	0.13077727374432868
1109	60-61	0.16489596049599697
1109	62-63	0.20348530628283612
1109	64-65	0.15244691631026086
1109	66-67	0.15234213968131627
1109	68-69	0.14024241070911359
1109	70-71	0.19723725803009273
1109	72-73	0.14878519122697043
1109	74-75	0.19170431904831986
1109	76-77	0.14854494789837247
1109	78-79	0.2150550439342922
1109	80-81	0.2825434604100323
1109	82-83	0.2238885202443086
1109	84-85	0.26116746616714437
1109	86-87	0.2574367130464452
1109	88-89	0.4132848695040465
1109	90-91	0.3809368115491836
1109	92-93	0.4228929549569429
1109	94-95	0.49031626157962194
1109	96-97	0.3669180298252286
1109	98-99	0.6508170810909633
1109	100-101	0.5481649849508159
1110	1	-0.18514163401302142
1110	2	-0.0414999521291044
1110	3	-0.2342293262729882
1110	4	-0.03053121524943947
1110	5	0.14754032772582804
1110	6	0.08400978351015453
1110	7	0.06900715558089132
1110	8	-0.014142524995108374
1110	9	0.07777838573199602
1110	10-11	0.06895878593986993
1110	12-13	0.07751626432628456
1110	14-15	0.09234890732390966
1110	16-17	0.11102578483485814
1110	18-19	0.06261774330940995
1110	20-21	-1.2788639073590957E-4
1110	22-23	0.05031791026635091
1110	24-25	0.04395346861421956
1110	26-27	0.08959848566784245
1110	28-29	0.038749451260279955
1110	30-31	0.09574295258749288
1110	32-33	0.09726038927012581
1110	34-35	0.010480734426657534
1110	36-37	0.03958245699111984
1110	38-39	0.07782158822422502
1110	40-41	0.06601556414143772
1110	42-43	0.07274672656954095
1110	44-45	0.08383895534824859
1110	46-47	0.06876227026411641
1110	48-49	0.08209764697606659
1110	50-51	0.025677449429466037
1110	52-53	0.11342690746000983
1110	54-55	0.10458673089455317
1110	56-57	0.10546353364586025
1110	58-59	0.11839016842138506
1110	60-61	0.10525861913422574
1110	62-63	0.09199311092736195
1110	64-65	0.10483424251254547
1110	66-67	0.09574801223367757
1110	68-69	0.09284498494360349
1110	70-71	0.14605989361511007
1110	72-73	0.1502286314247243
1110	74-75	0.11609420695523198
1110	76-77	0.2041006164077288
1110	78-79	0.24797058158222285
1110	80-81	0.17450356117967658
1110	82-83	0.10304675299720856
1110	84-85	0.19651121783389414
1110	86-87	0.19336955155033309
1110	88-89	0.3051449587968662
1110	90-91	0.30230777242984885
1110	92-93	0.37500407997958973
1110	94-95	0.42509382141486896
1110	96-97	0.3702283284545871
1110	98-99	0.6150131199529341
1110	100-101	0.4296556352441101
1111	1	-0.21891426744206655
1111	2	0.023174935692342302
1111	3	-0.1311467604867005
1111	4	0.01303651982699705
1111	5	0.18008392593225153
1111	6	0.08366017389609937
1111	7	0.1300110570041184
1111	8	0.14298960639995784
1111	9	0.10419082900820342
1111	10-11	0.10511492773795794
1111	12-13	0.06739396295856181
1111	14-15	0.07215484048054321
1111	16-17	0.10815825657814315
1111	18-19	0.06575654472953119
1111	20-21	0.057141349701332445
1111	22-23	0.08222001390193867
1111	24-25	0.03664477612806394
1111	26-27	0.07326612203603133
1111	28-29	0.0721124468860097
1111	30-31	0.12287534869783912
1111	32-33	0.04511431014338996
1111	34-35	0.07282103166264164
1111	36-37	0.09698660697036843
1111	38-39	0.044342985109295796
1111	40-41	0.053639706698461964
1111	42-43	0.06766500045429069
1111	44-45	0.10959195941213551
1111	46-47	0.1053669681021745
1111	48-49	0.1004634021131281
1111	50-51	0.10330391224500346
1111	52-53	0.1185136606202093
1111	54-55	0.11835582157502955
1111	56-57	0.11756547259074068
1111	58-59	0.08592039777899174
1111	60-61	0.07371137760197399
1111	62-63	0.16105846891150577
1111	64-65	0.1291775522665759
1111	66-67	0.09477541084682173
1111	68-69	0.12147949117652246
1111	70-71	0.18580725997080094
1111	72-73	0.2084655873066552
1111	74-75	0.19426849040406324
1111	76-77	0.2151805707487
1111	78-79	0.2307909890648503
1111	80-81	0.2165802583591443
1111	82-83	0.21787969183932177
1111	84-85	0.24448058438550646
1111	86-87	0.2552283687835626
1111	88-89	0.3546815452482548
1111	90-91	0.29301575526088186
1111	92-93	0.3620367747891251
1111	94-95	0.47215639087080774
1111	96-97	0.4214825498087791
1111	98-99	0.6103437951521542
1111	100-101	0.36567094887753626
1112	1	-0.2008747074117565
1112	2	0.025769900702567128
1112	3	-0.05007872767270527
1112	4	0.012246884067714348
1112	5	0.18392854653772872
1112	6	0.06586491357565194
1112	7	0.11028108343896292
1112	8	0.10137583831114938
1112	9	0.06297010122615632
1112	10-11	0.04658803808691658
1112	12-13	0.07038544328483454
1112	14-15	0.08177817569975332
1112	16-17	0.11815427743751883
1112	18-19	0.05526867163775506
1112	20-21	0.04025564938641679
1112	22-23	0.05731642173311258
1112	24-25	0.05502998302079476
1112	26-27	0.05338873741106909
1112	28-29	0.05702801800196511
1112	30-31	0.04953998378325508
1112	32-33	0.032109510405177843
1112	34-35	0.03541871621367676
1112	36-37	0.06311069015436743
1112	38-39	0.07638782336546512
1112	40-41	0.052111540400403555
1112	42-43	0.04354724120440068
1112	44-45	0.15262365513944331
1112	46-47	0.09023890490333031
1112	48-49	0.06579238568674839
1112	50-51	0.06007908395199024
1112	52-53	0.12516325117378813
1112	54-55	0.07950135292434624
1112	56-57	0.09323685239964163
