   6572 50
   6773 46
   6880 48
   6917 47
   6935 49
   6948 52
   7002 45
   7043 51
   7089 43
   7139 53
   7143 44
   7189 54
   7254 55
   7526 56
   7743 57
   7830 42
   8095 58
   8217 41
   8270 59
   8565 60
   8805 61
   8965 40
   9042 62
   9294 64
   9384 65
   9435 39
   9554 66
   9626 63
   9785 67
  10080 68
  10478 69
  10819 70
  11086 38
  11318 71
  11781 72
  12076 74
  12090 73
  12239 37
  12714 75
  12992 76
  14119 36
  14261 35
  14351 77
  14367 78
  15222 79
  15901 80
  16414 81
  17610 82
  18781 83
  19922 84
  21048 85
  22656 86
  23552 87
  25645 88
  27492 89
  29462 90
  31109 91
  32861 92
  34731 93
  37021 94
  41192 95
  60733 96
  89574 99
 135578 97
 458889 98
 749919 100
15124510 101
